Data Medicao,"NUMERO DE DIAS COM PRECIP. PLUV, MENSAL (AUT)(número)","PRECIPITACAO TOTAL, MENSAL (AUT)(mm)","PRESSAO ATMOSFERICA, MEDIA MENSAL (AUT)(mB)","TEMPERATURA MEDIA, MENSAL (AUT)(°C)","VENTO, VELOCIDADE MEDIA MENSAL (AUT)(m/s)",Nome Estacao,Codigo Estacao
2023-09-30,7.0,39.8,967.6,26.2,3.5,BATAGUASSU,A759
2023-10-31,10.0,78.2,965.4,26.9,3.4,BATAGUASSU,A759
2023-11-30,12.0,192.6,965.2,27.1,3.2,BATAGUASSU,A759
2023-12-31,8.0,50.6,965.7,27.8,2.8,BATAGUASSU,A759
2024-01-31,11.0,198.4,965.9,27.0,2.6,BATAGUASSU,A759
2024-02-29,12.0,97.4,967.2,27.4,2.5,BATAGUASSU,A759
2024-03-31,13.0,123.2,967.2,27.0,2.5,BATAGUASSU,A759
2024-04-30,9.0,94.4,967.8,26.1,2.5,BATAGUASSU,A759
2024-05-31,6.0,33.4,970.0,23.4,2.6,BATAGUASSU,A759
2024-06-30,1.0,1.6,970.7,23.8,3.0,BATAGUASSU,A759
2024-07-31,6.0,29.0,973.4,21.0,3.1,BATAGUASSU,A759
2024-08-31,4.0,45.8,971.9,22.2,3.4,BATAGUASSU,A759
2024-09-30,4.0,115.6,967.9,26.3,3.3,BATAGUASSU,A759
2024-10-31,11.0,109.6,966.6,26.0,3.2,BATAGUASSU,A759
2024-11-30,10.0,273.2,965.1,26.2,2.9,BATAGUASSU,A759
2024-12-31,16.0,252.8,965.0,25.9,2.7,BATAGUASSU,A759
2014-01-31,17.0,74.8,956.9,25.6,1.1,CASSILANDIA,A742
2014-02-28,17.0,126.6,955.7,25.6,1.3,CASSILANDIA,A742
2014-03-31,20.0,220.8,956.5,24.7,1.0,CASSILANDIA,A742
2014-04-30,10.0,74.6,957.5,25.0,0.8,CASSILANDIA,A742
2014-05-31,3.0,65.4,958.9,21.5,0.6,CASSILANDIA,A742
2014-06-30,2.0,9.2,960.0,21.2,0.7,CASSILANDIA,A742
2014-07-31,7.0,103.2,962.1,20.7,0.8,CASSILANDIA,A742
2014-08-31,0.0,0.0,960.2,23.0,1.1,CASSILANDIA,A742
2014-09-30,13.0,44.6,957.4,25.3,1.4,CASSILANDIA,A742
2014-10-31,12.0,46.6,956.8,26.4,1.5,CASSILANDIA,A742
2014-11-30,18.0,197.8,955.2,25.0,1.1,CASSILANDIA,A742
2014-12-31,30.0,159.8,955.3,25.1,1.1,CASSILANDIA,A742
2015-01-31,23.0,82.2,956.9,27.2,1.2,CASSILANDIA,A742
2015-02-28,26.0,226.6,956.1,25.4,1.3,CASSILANDIA,A742
2015-03-31,25.0,146.2,956.5,24.4,1.0,CASSILANDIA,A742
2015-04-30,9.0,36.6,957.3,25.2,0.8,CASSILANDIA,A742
2015-05-31,10.0,112.0,959.4,22.3,0.8,CASSILANDIA,A742
2015-06-30,4.0,32.8,961.5,21.1,1.0,CASSILANDIA,A742
2015-07-31,4.0,70.2,960.5,21.7,0.9,CASSILANDIA,A742
2015-08-31,2.0,25.8,959.6,23.0,1.2,CASSILANDIA,A742
2015-09-30,10.0,58.6,956.7,25.3,1.3,CASSILANDIA,A742
2015-10-31,10.0,52.6,956.3,27.0,1.4,CASSILANDIA,A742
2015-11-30,21.0,277.0,954.9,25.8,1.1,CASSILANDIA,A742
2015-12-31,25.0,321.0,956.7,25.4,1.0,CASSILANDIA,A742
2016-01-31,22.0,187.6,954.2,25.8,1.2,CASSILANDIA,A742
2016-02-29,,,956.9,26.2,1.0,CASSILANDIA,A742
2016-03-31,10.0,21.8,957.6,26.0,1.0,CASSILANDIA,A742
2016-04-30,4.0,16.8,957.5,25.5,0.5,CASSILANDIA,A742
2016-05-31,,,960.4,21.5,0.2,CASSILANDIA,A742
2016-06-30,11.0,27.0,961.9,19.7,0.0,CASSILANDIA,A742
2016-07-31,1.0,0.4,960.7,20.9,0.3,CASSILANDIA,A742
2016-08-31,4.0,15.4,959.4,22.4,0.5,CASSILANDIA,A742
2016-09-30,10.0,20.6,958.9,23.8,1.4,CASSILANDIA,A742
2016-10-31,1.0,,,,,CASSILANDIA,A742
2016-11-30,,,955.2,25.2,1.7,CASSILANDIA,A742
2016-12-31,17.0,269.2,955.4,25.5,1.9,CASSILANDIA,A742
2017-01-31,23.0,513.4,956.2,24.7,1.6,CASSILANDIA,A742
2017-02-28,17.0,151.0,955.7,25.9,1.7,CASSILANDIA,A742
2017-03-31,17.0,167.2,956.4,25.7,1.3,CASSILANDIA,A742
2017-04-30,7.0,47.2,957.7,24.7,1.1,CASSILANDIA,A742
2017-05-31,11.0,133.2,958.4,23.7,1.2,CASSILANDIA,A742
2017-06-30,2.0,0.4,960.8,21.2,1.3,CASSILANDIA,A742
2017-07-31,,0.0,963.9,19.6,1.7,CASSILANDIA,A742
2017-08-31,,0.0,959.1,23.1,1.5,CASSILANDIA,A742
2017-09-30,1.0,0.6,958.8,26.2,1.5,CASSILANDIA,A742
2017-10-31,8.0,85.4,955.4,26.8,1.6,CASSILANDIA,A742
2017-11-30,15.0,317.0,954.3,25.1,1.5,CASSILANDIA,A742
2017-12-31,17.0,328.6,954.5,25.5,1.6,CASSILANDIA,A742
2018-01-31,19.0,243.2,955.5,25.3,1.5,CASSILANDIA,A742
2018-02-28,18.0,165.2,955.2,25.2,1.5,CASSILANDIA,A742
2018-03-31,14.0,109.4,955.5,26.5,1.5,CASSILANDIA,A742
2018-04-30,9.0,49.0,958.6,24.1,1.3,CASSILANDIA,A742
2018-05-31,4.0,,960.0,22.1,1.4,CASSILANDIA,A742
2018-06-30,,,,,,CASSILANDIA,A742
2018-07-31,,,960.8,,0.2,CASSILANDIA,A742
2018-08-31,,,,,,CASSILANDIA,A742
2018-09-30,,,,,,CASSILANDIA,A742
2018-10-31,5.0,,,,,CASSILANDIA,A742
2018-11-30,20.0,340.2,954.8,25.0,1.7,CASSILANDIA,A742
2018-12-31,14.0,155.8,956.0,26.4,1.5,CASSILANDIA,A742
2019-01-31,16.0,108.6,957.5,26.6,1.6,CASSILANDIA,A742
2019-02-28,17.0,138.0,955.7,25.9,1.5,CASSILANDIA,A742
2019-03-31,16.0,83.6,957.3,25.3,1.3,CASSILANDIA,A742
2019-04-30,16.0,148.2,957.2,25.0,1.1,CASSILANDIA,A742
2019-05-31,3.0,132.8,958.5,22.9,1.2,CASSILANDIA,A742
2019-06-30,1.0,1.6,961.4,21.0,1.4,CASSILANDIA,A742
2019-07-31,1.0,0.6,961.0,20.6,1.4,CASSILANDIA,A742
2019-08-31,5.0,40.6,961.4,22.9,1.6,CASSILANDIA,A742
2019-09-30,5.0,,957.4,27.1,1.7,CASSILANDIA,A742
2019-10-31,7.0,,955.9,27.2,1.7,CASSILANDIA,A742
2019-11-30,15.0,121.0,954.6,25.9,1.7,CASSILANDIA,A742
2019-12-31,21.0,339.8,955.3,25.6,1.6,CASSILANDIA,A742
2020-01-31,15.0,,955.0,26.2,1.5,CASSILANDIA,A742
2020-02-29,24.0,417.2,956.0,25.3,1.5,CASSILANDIA,A742
2020-03-31,8.0,190.0,956.5,25.5,1.4,CASSILANDIA,A742
2020-04-30,3.0,59.4,958.6,24.1,1.3,CASSILANDIA,A742
2020-05-31,4.0,18.6,960.3,20.0,1.3,CASSILANDIA,A742
2020-06-30,2.0,8.0,960.1,22.1,1.5,CASSILANDIA,A742
2020-07-31,0.0,0.0,960.0,21.7,1.5,CASSILANDIA,A742
2020-08-31,1.0,7.2,959.7,22.6,1.7,CASSILANDIA,A742
2020-09-30,3.0,,,27.1,,CASSILANDIA,A742
2020-10-31,10.0,107.2,954.9,27.8,1.8,CASSILANDIA,A742
2020-11-30,6.0,,,26.6,,CASSILANDIA,A742
2020-12-31,19.0,348.2,955.1,25.7,1.3,CASSILANDIA,A742
2021-01-31,17.0,,955.7,25.2,1.1,CASSILANDIA,A742
2021-02-28,13.0,66.6,954.6,25.2,1.0,CASSILANDIA,A742
2021-03-31,12.0,98.6,956.3,24.9,1.0,CASSILANDIA,A742
2021-04-30,,,957.7,23.6,0.8,CASSILANDIA,A742
2021-05-31,,,959.6,22.0,0.8,CASSILANDIA,A742
2021-06-30,,,960.6,20.8,0.8,CASSILANDIA,A742
2021-07-31,,,962.2,18.6,1.0,CASSILANDIA,A742
2021-08-31,,,959.9,23.3,1.1,CASSILANDIA,A742
2021-09-30,,,956.8,27.4,1.2,CASSILANDIA,A742
2021-10-31,7.0,,956.1,25.0,0.9,CASSILANDIA,A742
2021-11-30,4.0,,,26.2,,CASSILANDIA,A742
2021-12-31,,,,,,CASSILANDIA,A742
2022-01-31,,,,,,CASSILANDIA,A742
2022-02-28,,,,,,CASSILANDIA,A742
2022-03-31,,,,,,CASSILANDIA,A742
2022-04-30,,,,,,CASSILANDIA,A742
2022-05-31,,,,,,CASSILANDIA,A742
2022-06-30,,,,,,CASSILANDIA,A742
2022-07-31,,,,,,CASSILANDIA,A742
2022-08-31,1.0,,,21.9,,CASSILANDIA,A742
2022-09-30,8.0,122.4,957.6,24.6,1.6,CASSILANDIA,A742
2022-10-31,8.0,,956.4,25.1,,CASSILANDIA,A742
2022-11-30,2.0,,,,,CASSILANDIA,A742
2022-12-31,1.0,,,,,CASSILANDIA,A742
2023-01-31,,,,,,CASSILANDIA,A742
2023-02-28,,,,,,CASSILANDIA,A742
2023-03-31,,,,,,CASSILANDIA,A742
2023-04-30,,,,,,CASSILANDIA,A742
2023-05-31,,,,,,CASSILANDIA,A742
2023-06-30,,,,,,CASSILANDIA,A742
2023-07-31,,,,,,CASSILANDIA,A742
2023-08-31,,,,,,CASSILANDIA,A742
2023-09-30,,,,,,CASSILANDIA,A742
2023-10-31,,,,,,CASSILANDIA,A742
2023-11-30,4.0,,,,,CASSILANDIA,A742
2023-12-31,16.0,182.8,955.1,27.5,1.7,CASSILANDIA,A742
2024-01-31,12.0,252.6,955.4,26.4,1.6,CASSILANDIA,A742
2024-02-29,14.0,198.2,956.9,25.8,1.5,CASSILANDIA,A742
2024-03-31,13.0,187.8,956.5,26.0,1.5,CASSILANDIA,A742
2024-04-30,9.0,213.0,957.1,25.3,1.2,CASSILANDIA,A742
2024-05-31,0.0,0.0,959.3,22.9,1.3,CASSILANDIA,A742
2024-06-30,0.0,0.0,960.1,22.3,1.3,CASSILANDIA,A742
2024-07-31,0.0,0.0,961.9,21.1,1.4,CASSILANDIA,A742
2024-08-31,0.0,0.0,960.8,22.1,1.6,CASSILANDIA,A742
2024-09-30,2.0,7.0,957.0,27.3,1.6,CASSILANDIA,A742
2024-10-31,15.0,138.4,955.7,26.9,1.7,CASSILANDIA,A742
2024-11-30,16.0,177.2,954.5,25.7,1.7,CASSILANDIA,A742
2024-12-31,18.0,298.0,954.6,25.7,1.4,CASSILANDIA,A742
2014-01-31,22.0,164.2,952.5,24.6,2.4,CAMPO GRANDE,A702
2014-02-28,15.0,112.8,951.2,25.2,2.7,CAMPO GRANDE,A702
2014-03-31,15.0,155.0,952.0,24.3,2.6,CAMPO GRANDE,A702
2014-04-30,9.0,49.4,953.4,24.2,3.0,CAMPO GRANDE,A702
2014-05-31,10.0,183.0,954.6,20.7,3.1,CAMPO GRANDE,A702
2014-06-30,7.0,54.2,955.4,21.0,3.4,CAMPO GRANDE,A702
2014-07-31,11.0,119.2,957.4,20.4,3.7,CAMPO GRANDE,A702
2014-08-31,3.0,17.2,955.7,23.5,3.6,CAMPO GRANDE,A702
2014-09-30,9.0,65.8,952.5,25.8,3.6,CAMPO GRANDE,A702
2014-10-31,5.0,19.0,952.3,27.3,3.6,CAMPO GRANDE,A702
2014-11-30,16.0,217.4,950.8,24.6,2.9,CAMPO GRANDE,A702
2014-12-31,22.0,372.4,950.7,24.8,2.7,CAMPO GRANDE,A702
2015-01-31,15.0,245.8,952.9,25.7,2.5,CAMPO GRANDE,A702
2015-02-28,19.0,161.0,951.6,25.0,2.3,CAMPO GRANDE,A702
2015-03-31,11.0,71.6,952.1,24.9,2.4,CAMPO GRANDE,A702
2015-04-30,10.0,101.0,953.3,24.4,2.7,CAMPO GRANDE,A702
2015-05-31,8.0,84.6,955.0,21.8,3.2,CAMPO GRANDE,A702
2015-06-30,6.0,83.4,956.8,21.6,3.8,CAMPO GRANDE,A702
2015-07-31,14.0,95.2,955.7,21.0,3.4,CAMPO GRANDE,A702
2015-08-31,2.0,8.6,954.4,24.9,3.8,CAMPO GRANDE,A702
2015-09-30,8.0,216.4,952.1,25.2,3.4,CAMPO GRANDE,A702
2015-10-31,9.0,95.8,952.0,25.8,3.3,CAMPO GRANDE,A702
2015-11-30,15.0,158.6,950.3,25.7,2.7,CAMPO GRANDE,A702
2015-12-31,18.0,186.4,951.8,25.5,2.8,CAMPO GRANDE,A702
2016-01-31,19.0,371.2,949.8,25.0,2.7,CAMPO GRANDE,A702
2016-02-29,18.0,196.6,952.4,25.4,2.3,CAMPO GRANDE,A702
2016-03-31,13.0,194.6,953.6,24.9,2.5,CAMPO GRANDE,A702
2016-04-30,8.0,70.8,953.4,24.8,2.7,CAMPO GRANDE,A702
2016-05-31,11.0,206.6,956.1,20.8,3.0,CAMPO GRANDE,A702
2016-06-30,8.0,49.0,957.7,19.4,3.4,CAMPO GRANDE,A702
2016-07-31,2.0,5.4,956.1,21.5,3.5,CAMPO GRANDE,A702
2016-08-31,8.0,65.6,954.8,22.5,3.6,CAMPO GRANDE,A702
2016-09-30,3.0,37.0,955.1,22.8,3.5,CAMPO GRANDE,A702
2016-10-31,10.0,74.6,951.9,24.8,3.6,CAMPO GRANDE,A702
2016-11-30,13.0,85.6,951.1,25.7,3.1,CAMPO GRANDE,A702
2016-12-31,22.0,212.4,951.0,24.6,2.9,CAMPO GRANDE,A702
2017-01-31,23.0,241.8,951.1,24.9,2.4,CAMPO GRANDE,A702
2017-02-28,15.0,91.0,,25.3,2.3,CAMPO GRANDE,A702
2017-03-31,18.0,226.6,,24.9,2.7,CAMPO GRANDE,A702
2017-04-30,15.0,157.0,,22.8,3.1,CAMPO GRANDE,A702
2017-05-31,14.0,103.8,,23.4,2.7,CAMPO GRANDE,A702
2017-06-30,9.0,46.6,,20.5,3.4,CAMPO GRANDE,A702
2017-07-31,1.0,0.2,,21.3,4.1,CAMPO GRANDE,A702
2017-08-31,5.0,38.2,,23.8,3.8,CAMPO GRANDE,A702
2017-09-30,2.0,45.0,953.9,27.4,3.9,CAMPO GRANDE,A702
2017-10-31,14.0,228.6,951.3,24.9,3.5,CAMPO GRANDE,A702
2017-11-30,17.0,267.4,949.9,24.6,3.0,CAMPO GRANDE,A702
2017-12-31,19.0,273.8,950.0,24.8,2.3,CAMPO GRANDE,A702
2018-01-31,22.0,132.0,951.1,24.5,2.6,CAMPO GRANDE,A702
2018-02-28,17.0,206.2,951.0,24.4,2.6,CAMPO GRANDE,A702
2018-03-31,11.0,97.4,951.5,25.6,2.1,CAMPO GRANDE,A702
2018-04-30,9.0,89.6,954.4,24.8,2.8,CAMPO GRANDE,A702
2018-05-31,8.0,37.4,955.6,22.5,3.0,CAMPO GRANDE,A702
2018-06-30,7.0,11.0,957.0,20.3,2.9,CAMPO GRANDE,A702
2018-07-31,0.0,0.0,956.4,21.9,2.9,CAMPO GRANDE,A702
2018-08-31,9.0,112.2,956.5,20.9,3.7,CAMPO GRANDE,A702
2018-09-30,10.0,,952.9,23.2,3.2,CAMPO GRANDE,A702
2018-10-31,4.0,,951.1,,2.9,CAMPO GRANDE,A702
2018-11-30,12.0,125.4,950.5,25.0,3.1,CAMPO GRANDE,A702
2018-12-31,11.0,64.8,951.9,25.9,2.5,CAMPO GRANDE,A702
2019-01-31,16.0,122.4,953.1,26.1,2.4,CAMPO GRANDE,A702
2019-02-28,11.0,251.4,951.4,25.5,2.1,CAMPO GRANDE,A702
2019-03-31,17.0,166.0,953.1,25.1,2.4,CAMPO GRANDE,A702
2019-04-30,10.0,104.4,953.0,24.5,2.3,CAMPO GRANDE,A702
2019-05-31,9.0,76.4,954.3,22.3,2.7,CAMPO GRANDE,A702
2019-06-30,4.0,20.6,956.5,22.7,3.1,CAMPO GRANDE,A702
2019-07-31,5.0,46.4,956.6,21.0,3.2,CAMPO GRANDE,A702
2019-08-31,1.0,1.6,956.9,23.5,4.1,CAMPO GRANDE,A702
2019-09-30,4.0,16.2,952.9,26.8,3.7,CAMPO GRANDE,A702
2019-10-31,8.0,30.8,951.8,26.7,3.0,CAMPO GRANDE,A702
2019-11-30,10.0,149.4,950.1,26.6,2.5,CAMPO GRANDE,A702
2019-12-31,23.0,249.0,950.9,25.0,2.3,CAMPO GRANDE,A702
2020-01-31,18.0,198.2,950.4,26.0,2.2,CAMPO GRANDE,A702
2020-02-29,18.0,227.2,951.7,25.2,2.0,CAMPO GRANDE,A702
2020-03-31,5.0,80.2,952.3,26.5,2.7,CAMPO GRANDE,A702
2020-04-30,2.0,90.2,954.6,24.0,2.8,CAMPO GRANDE,A702
2020-05-31,7.0,182.6,956.1,20.4,2.8,CAMPO GRANDE,A702
2020-06-30,9.0,41.2,955.3,21.8,3.0,CAMPO GRANDE,A702
2020-07-31,4.0,4.0,955.4,21.6,3.3,CAMPO GRANDE,A702
2020-08-31,3.0,27.6,954.9,24.2,4.1,CAMPO GRANDE,A702
2020-09-30,1.0,8.4,952.7,27.9,3.2,CAMPO GRANDE,A702
2020-10-31,9.0,150.4,950.8,27.0,3.1,CAMPO GRANDE,A702
2020-11-30,8.0,91.4,951.4,25.9,2.8,CAMPO GRANDE,A702
2020-12-31,18.0,105.4,950.6,26.0,2.2,CAMPO GRANDE,A702
2021-01-31,23.0,383.6,951.1,24.4,0.8,CAMPO GRANDE,A702
2021-02-28,14.0,116.2,950.8,24.7,0.6,CAMPO GRANDE,A702
2021-03-31,16.0,65.0,952.0,24.9,0.5,CAMPO GRANDE,A702
2021-04-30,8.0,53.6,953.6,24.2,0.9,CAMPO GRANDE,A702
2021-05-31,5.0,20.4,955.3,22.5,0.6,CAMPO GRANDE,A702
2021-06-30,6.0,65.2,955.8,21.4,0.7,CAMPO GRANDE,A702
2021-07-31,2.0,1.8,957.4,21.3,1.0,CAMPO GRANDE,A702
2021-08-31,2.0,34.2,955.5,23.9,1.2,CAMPO GRANDE,A702
2021-09-30,4.0,27.0,952.5,27.5,0.9,CAMPO GRANDE,A702
2021-10-31,16.0,179.8,951.4,25.3,1.5,CAMPO GRANDE,A702
2021-11-30,16.0,251.6,950.1,27.0,1.2,CAMPO GRANDE,A702
2021-12-31,14.0,149.2,949.1,27.3,0.9,CAMPO GRANDE,A702
2022-01-31,16.0,115.0,950.2,26.9,0.7,CAMPO GRANDE,A702
2022-02-28,13.0,73.2,951.0,27.0,0.7,CAMPO GRANDE,A702
2022-03-31,15.0,211.0,951.9,26.4,0.7,CAMPO GRANDE,A702
2022-04-30,11.0,90.0,953.0,25.6,1.1,CAMPO GRANDE,A702
2022-05-31,7.0,56.4,955.5,21.8,1.1,CAMPO GRANDE,A702
2022-06-30,5.0,108.0,955.3,21.2,1.4,CAMPO GRANDE,A702
2022-07-31,1.0,,,23.4,,CAMPO GRANDE,A702
2022-08-31,,,,,,CAMPO GRANDE,A702
2022-09-30,8.0,174.2,953.2,22.8,3.7,CAMPO GRANDE,A702
2022-10-31,11.0,110.2,951.8,24.2,3.1,CAMPO GRANDE,A702
2022-11-30,6.0,87.6,951.6,24.1,3.4,CAMPO GRANDE,A702
2022-12-31,16.0,178.6,949.3,25.6,2.6,CAMPO GRANDE,A702
2023-01-31,24.0,328.6,950.8,24.1,2.5,CAMPO GRANDE,A702
2023-02-28,19.0,242.2,952.1,23.8,2.4,CAMPO GRANDE,A702
2023-03-31,15.0,196.0,952.4,24.7,2.3,CAMPO GRANDE,A702
2023-04-30,15.0,141.4,952.7,23.3,2.4,CAMPO GRANDE,A702
2023-05-31,5.0,63.2,955.2,22.3,2.7,CAMPO GRANDE,A702
2023-06-30,5.0,77.6,957.1,19.6,2.7,CAMPO GRANDE,A702
2023-07-31,1.0,4.6,956.3,22.2,3.4,CAMPO GRANDE,A702
2023-08-31,5.0,37.8,953.6,24.7,3.5,CAMPO GRANDE,A702
2023-09-30,7.0,64.2,952.1,26.4,3.4,CAMPO GRANDE,A702
2023-10-31,7.0,18.6,950.0,28.1,3.5,CAMPO GRANDE,A702
2023-11-30,11.0,114.6,949.8,28.0,3.5,CAMPO GRANDE,A702
2023-12-31,14.0,210.4,950.7,27.3,2.6,CAMPO GRANDE,A702
2024-01-31,14.0,92.6,951.0,26.4,2.4,CAMPO GRANDE,A702
2024-02-29,16.0,104.6,952.2,26.0,2.1,CAMPO GRANDE,A702
2024-03-31,10.0,13.6,952.0,26.9,2.6,CAMPO GRANDE,A702
2024-04-30,13.0,138.6,952.4,25.6,2.5,CAMPO GRANDE,A702
2024-05-31,4.0,21.0,954.7,22.4,2.9,CAMPO GRANDE,A702
2024-06-30,0.0,0.0,954.9,24.1,3.3,CAMPO GRANDE,A702
2024-07-31,4.0,6.4,957.5,21.4,3.3,CAMPO GRANDE,A702
2024-08-31,4.0,41.8,955.9,23.4,3.8,CAMPO GRANDE,A702
2024-09-30,4.0,52.8,952.4,27.4,3.8,CAMPO GRANDE,A702
2024-10-31,13.0,74.4,951.1,27.2,3.1,CAMPO GRANDE,A702
2024-11-30,14.0,98.6,949.8,26.1,2.7,CAMPO GRANDE,A702
2024-12-31,17.0,136.2,950.2,25.5,2.5,CAMPO GRANDE,A702
2014-01-31,13.0,112.0,997.5,26.9,1.8,CORUMBA,A724
2014-02-28,15.0,88.6,996.3,26.5,1.7,CORUMBA,A724
2014-03-31,14.0,273.0,997.0,27.0,1.6,CORUMBA,A724
2014-04-30,8.0,17.4,998.7,27.1,1.7,CORUMBA,A724
2014-05-31,13.0,300.2,1000.4,23.0,2.0,CORUMBA,A724
2014-06-30,7.0,12.2,1001.4,22.8,2.2,CORUMBA,A724
2014-07-31,7.0,53.4,1003.4,21.7,2.2,CORUMBA,A724
2014-08-31,2.0,7.8,1001.2,25.2,1.9,CORUMBA,A724
2014-09-30,9.0,51.2,997.2,28.3,2.1,CORUMBA,A724
2014-10-31,7.0,115.4,996.8,29.6,2.0,CORUMBA,A724
2014-11-30,13.0,249.0,995.8,27.4,2.0,CORUMBA,A724
2014-12-31,12.0,111.8,995.7,27.5,1.8,CORUMBA,A724
2015-01-31,8.0,30.8,997.9,29.1,1.7,CORUMBA,A724
2015-02-28,14.0,271.0,996.6,27.9,1.6,CORUMBA,A724
2015-03-31,6.0,21.0,997.4,27.7,1.6,CORUMBA,A724
2015-04-30,6.0,35.2,998.6,27.7,1.5,CORUMBA,A724
2015-05-31,12.0,76.8,1000.5,25.0,2.0,CORUMBA,A724
2015-06-30,2.0,,1002.2,25.1,2.0,CORUMBA,A724
2015-07-31,,,,,,CORUMBA,A724
2015-08-31,,,,,,CORUMBA,A724
2015-09-30,,,,,,CORUMBA,A724
2015-10-31,4.0,55.8,997.1,28.2,2.1,CORUMBA,A724
2015-11-30,10.0,75.8,995.1,28.8,1.8,CORUMBA,A724
2015-12-31,11.0,170.4,996.3,28.8,1.7,CORUMBA,A724
2016-01-31,21.0,322.4,994.6,28.1,1.6,CORUMBA,A724
2016-02-29,7.0,,,,,CORUMBA,A724
2016-03-31,,,,,,CORUMBA,A724
2016-04-30,2.0,,,,,CORUMBA,A724
2016-05-31,5.0,9.6,1002.5,22.4,1.7,CORUMBA,A724
2016-06-30,4.0,8.6,1004.7,19.9,2.0,CORUMBA,A724
2016-07-31,1.0,0.6,1001.8,23.5,1.9,CORUMBA,A724
2016-08-31,6.0,57.4,1000.5,24.8,2.2,CORUMBA,A724
2016-09-30,5.0,59.8,1001.2,24.8,2.2,CORUMBA,A724
2016-10-31,5.0,61.0,996.9,27.8,2.0,CORUMBA,A724
2016-11-30,,,996.4,26.9,1.7,CORUMBA,A724
2016-12-31,,,995.8,27.7,2.2,CORUMBA,A724
2017-01-31,,,996.4,28.0,1.7,CORUMBA,A724
2017-02-28,,,,,,CORUMBA,A724
2017-03-31,,,,,,CORUMBA,A724
2017-04-30,,,,,,CORUMBA,A724
2017-05-31,4.0,,,23.9,,CORUMBA,A724
2017-06-30,5.0,71.0,1001.8,22.7,2.0,CORUMBA,A724
2017-07-31,1.0,0.2,1004.5,23.2,2.4,CORUMBA,A724
2017-08-31,7.0,35.6,999.3,25.9,2.5,CORUMBA,A724
2017-09-30,,,,,,CORUMBA,A724
2017-10-31,1.0,,,,,CORUMBA,A724
2017-11-30,4.0,,,,,CORUMBA,A724
2017-12-31,,,,,,CORUMBA,A724
2018-01-31,2.0,,,26.6,,CORUMBA,A724
2018-02-28,,,,,,CORUMBA,A724
2018-03-31,,,,,,CORUMBA,A724
2018-04-30,,,,,,CORUMBA,A724
2018-05-31,,,,,,CORUMBA,A724
2018-06-30,1.0,,,,,CORUMBA,A724
2018-07-31,2.0,,,21.2,,CORUMBA,A724
2018-08-31,1.0,,,,,CORUMBA,A724
2018-09-30,6.0,,,,,CORUMBA,A724
2018-10-31,3.0,,,,,CORUMBA,A724
2018-11-30,5.0,,,,,CORUMBA,A724
2018-12-31,4.0,,,,,CORUMBA,A724
2019-01-31,4.0,,,,,CORUMBA,A724
2019-02-28,8.0,,,,,CORUMBA,A724
2019-03-31,7.0,62.6,997.7,28.0,1.2,CORUMBA,A724
2019-04-30,13.0,106.2,998.0,26.7,0.5,CORUMBA,A724
2019-05-31,9.0,74.2,999.6,24.4,0.2,CORUMBA,A724
2019-06-30,3.0,28.0,1001.4,24.1,0.2,CORUMBA,A724
2019-07-31,3.0,7.4,1002.3,22.0,0.4,CORUMBA,A724
2019-08-31,3.0,17.0,1002.4,24.8,1.0,CORUMBA,A724
2019-09-30,4.0,19.8,997.6,28.1,0.9,CORUMBA,A724
2019-10-31,6.0,11.4,996.6,28.6,0.8,CORUMBA,A724
2019-11-30,21.0,52.0,994.5,29.3,0.4,CORUMBA,A724
2019-12-31,20.0,72.4,995.6,28.0,0.3,CORUMBA,A724
2020-01-31,14.0,100.6,994.9,29.2,0.4,CORUMBA,A724
2020-02-29,18.0,124.2,996.4,28.0,0.2,CORUMBA,A724
2020-03-31,5.0,48.4,996.5,29.5,0.2,CORUMBA,A724
2020-04-30,5.0,77.4,999.6,27.0,0.3,CORUMBA,A724
2020-05-31,6.0,59.2,1001.5,23.7,0.4,CORUMBA,A724
2020-06-30,6.0,19.2,1000.4,23.3,0.9,CORUMBA,A724
2020-07-31,1.0,0.2,1000.6,24.1,1.0,CORUMBA,A724
2020-08-31,6.0,22.2,999.5,26.2,1.1,CORUMBA,A724
2020-09-30,4.0,6.4,997.5,28.2,1.5,CORUMBA,A724
2020-10-31,16.0,120.8,995.3,29.8,1.0,CORUMBA,A724
2020-11-30,6.0,11.4,995.7,30.0,0.8,CORUMBA,A724
2020-12-31,10.0,131.4,995.1,29.0,0.6,CORUMBA,A724
2021-01-31,18.0,,995.9,26.5,0.3,CORUMBA,A724
2021-02-28,15.0,44.0,995.8,27.8,0.3,CORUMBA,A724
2021-03-31,10.0,70.0,996.9,27.5,0.3,CORUMBA,A724
2021-04-30,11.0,36.4,998.8,26.5,0.3,CORUMBA,A724
2021-05-31,2.0,10.6,1000.9,24.5,0.6,CORUMBA,A724
2021-06-30,5.0,11.6,1002.3,22.5,0.7,CORUMBA,A724
2021-07-31,2.0,5.6,1003.3,23.4,0.5,CORUMBA,A724
2021-08-31,3.0,5.0,1000.6,25.9,0.9,CORUMBA,A724
2021-09-30,2.0,5.8,996.9,30.6,1.0,CORUMBA,A724
2021-10-31,11.0,,,29.8,,CORUMBA,A724
2021-11-30,,,,,,CORUMBA,A724
2021-12-31,,,,,,CORUMBA,A724
2022-01-31,,,,,,CORUMBA,A724
