Data Medicao,"NUMERO DE DIAS COM PRECIP. PLUV, MENSAL (AUT)(número)","PRECIPITACAO TOTAL, MENSAL (AUT)(mm)","PRESSAO ATMOSFERICA, MEDIA MENSAL (AUT)(mB)","TEMPERATURA MEDIA, MENSAL (AUT)(°C)","VENTO, VELOCIDADE MEDIA MENSAL (AUT)(m/s)",Nome Estacao,Codigo Estacao
2015-05-31,7.0,,,24.9,,CRUZEIRO DO SUL,A108
2015-06-30,12.0,82.4,989.4,25.2,0.9,CRUZEIRO DO SUL,A108
2015-07-31,13.0,80.8,989.0,25.4,0.8,CRUZEIRO DO SUL,A108
2015-08-31,8.0,71.4,987.8,26.4,0.9,CRUZEIRO DO SUL,A108
2015-09-30,17.0,90.6,986.8,26.6,0.9,CRUZEIRO DO SUL,A108
2015-10-31,12.0,130.6,986.8,26.6,1.0,CRUZEIRO DO SUL,A108
2015-11-30,17.0,193.6,985.1,26.6,1.1,CRUZEIRO DO SUL,A108
2015-12-31,23.0,348.0,986.8,25.8,1.0,CRUZEIRO DO SUL,A108
2016-01-31,22.0,286.0,985.6,26.7,0.9,CRUZEIRO DO SUL,A108
2016-02-29,24.0,246.0,986.4,25.9,0.9,CRUZEIRO DO SUL,A108
2016-03-31,28.0,286.0,987.5,26.0,1.0,CRUZEIRO DO SUL,A108
2016-04-30,19.0,176.0,987.0,26.0,0.9,CRUZEIRO DO SUL,A108
2016-05-31,18.0,126.8,989.0,25.5,0.9,CRUZEIRO DO SUL,A108
2016-06-30,13.0,60.8,990.6,24.5,1.1,CRUZEIRO DO SUL,A108
2016-07-31,6.0,32.4,989.2,25.6,0.8,CRUZEIRO DO SUL,A108
2016-08-31,8.0,129.8,988.5,25.9,1.0,CRUZEIRO DO SUL,A108
2016-09-30,10.0,86.4,988.8,25.7,1.0,CRUZEIRO DO SUL,A108
2016-10-31,19.0,199.2,986.0,26.0,1.0,CRUZEIRO DO SUL,A108
2016-11-30,16.0,170.0,984.8,26.3,1.1,CRUZEIRO DO SUL,A108
2016-12-31,21.0,245.4,985.7,25.6,1.1,CRUZEIRO DO SUL,A108
2017-01-31,30.0,414.8,986.7,24.8,1.0,CRUZEIRO DO SUL,A108
2017-02-28,23.0,161.6,986.2,25.3,1.1,CRUZEIRO DO SUL,A108
2017-03-31,21.0,307.6,986.5,25.7,1.0,CRUZEIRO DO SUL,A108
2017-04-30,17.0,,,25.6,,CRUZEIRO DO SUL,A108
2017-05-31,,,,,,CRUZEIRO DO SUL,A108
2017-06-30,,,,,,CRUZEIRO DO SUL,A108
2017-07-31,,,,,,CRUZEIRO DO SUL,A108
2017-08-31,,,,,,CRUZEIRO DO SUL,A108
2017-09-30,12.0,122.0,987.8,25.8,0.8,CRUZEIRO DO SUL,A108
2017-10-31,12.0,212.4,986.2,25.9,1.1,CRUZEIRO DO SUL,A108
2017-11-30,19.0,116.0,984.7,25.9,1.0,CRUZEIRO DO SUL,A108
2017-12-31,23.0,208.0,985.3,25.5,1.0,CRUZEIRO DO SUL,A108
2018-01-31,23.0,267.4,986.0,25.2,1.0,CRUZEIRO DO SUL,A108
2018-02-28,17.0,,985.6,25.6,0.9,CRUZEIRO DO SUL,A108
2018-03-31,24.0,235.4,986.2,25.3,0.9,CRUZEIRO DO SUL,A108
2018-04-30,23.0,247.2,987.6,25.1,0.9,CRUZEIRO DO SUL,A108
2018-05-31,18.0,168.4,988.5,24.8,0.8,CRUZEIRO DO SUL,A108
2018-06-30,3.0,,,23.4,,CRUZEIRO DO SUL,A108
2018-07-31,1.0,,,,,CRUZEIRO DO SUL,A108
2018-08-31,14.0,87.8,989.8,24.6,1.0,CRUZEIRO DO SUL,A108
2018-09-30,10.0,35.2,986.5,26.0,0.9,CRUZEIRO DO SUL,A108
2018-10-31,20.0,228.8,985.9,26.0,1.0,CRUZEIRO DO SUL,A108
2018-11-30,25.0,403.0,985.0,25.7,0.9,CRUZEIRO DO SUL,A108
2018-12-31,25.0,191.0,987.3,25.0,1.0,CRUZEIRO DO SUL,A108
2019-01-31,28.0,358.6,987.4,24.9,0.8,CRUZEIRO DO SUL,A108
2019-02-28,26.0,386.8,986.9,25.1,0.8,CRUZEIRO DO SUL,A108
2019-03-31,28.0,415.6,987.0,25.5,0.8,CRUZEIRO DO SUL,A108
2019-04-30,18.0,228.4,987.0,25.7,0.8,CRUZEIRO DO SUL,A108
2019-05-31,10.0,94.6,987.6,25.7,0.8,CRUZEIRO DO SUL,A108
2019-06-30,8.0,,,,,CRUZEIRO DO SUL,A108
2019-07-31,3.0,,,,,CRUZEIRO DO SUL,A108
2019-08-31,7.0,,989.9,25.0,0.8,CRUZEIRO DO SUL,A108
2019-09-30,15.0,216.4,987.7,26.0,0.8,CRUZEIRO DO SUL,A108
2019-10-31,22.0,193.8,986.8,25.1,0.8,CRUZEIRO DO SUL,A108
2019-11-30,22.0,317.4,985.1,25.6,0.8,CRUZEIRO DO SUL,A108
2019-12-31,24.0,325.6,985.8,25.3,0.8,CRUZEIRO DO SUL,A108
2020-01-31,16.0,207.8,986.4,26.1,1.0,CRUZEIRO DO SUL,A108
2020-02-29,18.0,87.8,986.7,25.9,0.8,CRUZEIRO DO SUL,A108
2020-03-31,23.0,336.2,986.5,25.6,0.7,CRUZEIRO DO SUL,A108
2020-04-30,18.0,116.8,988.2,25.6,0.9,CRUZEIRO DO SUL,A108
2020-05-31,4.0,,,,,CRUZEIRO DO SUL,A108
2020-06-30,,,,,,CRUZEIRO DO SUL,A108
2020-07-31,,,,,,CRUZEIRO DO SUL,A108
2020-08-31,,,,,,CRUZEIRO DO SUL,A108
2020-09-30,,,,,,CRUZEIRO DO SUL,A108
2020-10-31,,,,,,CRUZEIRO DO SUL,A108
2020-11-30,,,,,,CRUZEIRO DO SUL,A108
2020-12-31,,,,,,CRUZEIRO DO SUL,A108
2021-01-31,,,,,,CRUZEIRO DO SUL,A108
2021-02-28,,,,,,CRUZEIRO DO SUL,A108
2021-03-31,,,,,,CRUZEIRO DO SUL,A108
2021-04-30,,,,,,CRUZEIRO DO SUL,A108
2021-05-31,,,,,,CRUZEIRO DO SUL,A108
2021-06-30,,,,,,CRUZEIRO DO SUL,A108
2021-07-31,,,,,,CRUZEIRO DO SUL,A108
2021-08-31,,,,,,CRUZEIRO DO SUL,A108
2021-09-30,,,,,,CRUZEIRO DO SUL,A108
2021-10-31,,,,,,CRUZEIRO DO SUL,A108
2021-11-30,,,,,,CRUZEIRO DO SUL,A108
2021-12-31,,,,,,CRUZEIRO DO SUL,A108
2022-01-31,,,,,,CRUZEIRO DO SUL,A108
2022-02-28,,,,,,CRUZEIRO DO SUL,A108
2022-03-31,,,,,,CRUZEIRO DO SUL,A108
2022-04-30,,,,,,CRUZEIRO DO SUL,A108
2022-05-31,,,,,,CRUZEIRO DO SUL,A108
2022-06-30,,,,,,CRUZEIRO DO SUL,A108
2022-07-31,,,,,,CRUZEIRO DO SUL,A108
2022-08-31,,,,,,CRUZEIRO DO SUL,A108
2022-09-30,,,,,,CRUZEIRO DO SUL,A108
2022-10-31,,,,,,CRUZEIRO DO SUL,A108
2022-11-30,,,,,,CRUZEIRO DO SUL,A108
2022-12-31,,,,,,CRUZEIRO DO SUL,A108
2023-01-31,,,,,,CRUZEIRO DO SUL,A108
2023-02-28,,,,,,CRUZEIRO DO SUL,A108
2023-03-31,,,,,,CRUZEIRO DO SUL,A108
2023-04-30,,,,,,CRUZEIRO DO SUL,A108
2023-05-31,,,,,,CRUZEIRO DO SUL,A108
2023-06-30,,,,,,CRUZEIRO DO SUL,A108
2023-07-31,,,,,,CRUZEIRO DO SUL,A108
2023-08-31,,,,,,CRUZEIRO DO SUL,A108
2023-09-30,,,,,,CRUZEIRO DO SUL,A108
2023-10-31,,,,,,CRUZEIRO DO SUL,A108
2023-11-30,,,,,,CRUZEIRO DO SUL,A108
2023-12-31,14.0,,,25.9,,CRUZEIRO DO SUL,A108
2024-01-31,23.0,344.4,986.9,26.2,0.8,CRUZEIRO DO SUL,A108
2024-02-29,25.0,374.8,986.8,25.9,0.8,CRUZEIRO DO SUL,A108
2024-03-31,17.0,281.4,986.6,26.5,0.8,CRUZEIRO DO SUL,A108
2024-04-30,19.0,238.6,986.4,26.7,0.8,CRUZEIRO DO SUL,A108
2024-05-31,13.0,114.4,988.1,25.1,1.0,CRUZEIRO DO SUL,A108
2024-06-30,6.0,69.4,988.4,25.9,0.6,CRUZEIRO DO SUL,A108
2024-07-31,4.0,,,24.0,,CRUZEIRO DO SUL,A108
2024-08-31,,,,,,CRUZEIRO DO SUL,A108
2024-09-30,,,,,,CRUZEIRO DO SUL,A108
2024-10-31,,,,,,CRUZEIRO DO SUL,A108
2024-11-30,,,,,,CRUZEIRO DO SUL,A108
2024-12-31,,,,,,CRUZEIRO DO SUL,A108
2014-01-31,,,,,,EPITACIOLANDIA,A140
2014-02-28,8.0,,,,,EPITACIOLANDIA,A140
2014-03-31,25.0,319.6,985.0,24.8,0.9,EPITACIOLANDIA,A140
2014-04-30,19.0,140.6,986.3,24.9,0.9,EPITACIOLANDIA,A140
2014-05-31,17.0,117.8,986.8,23.9,0.9,EPITACIOLANDIA,A140
2014-06-30,8.0,25.8,988.1,23.4,1.0,EPITACIOLANDIA,A140
2014-07-31,6.0,6.4,991.0,22.0,1.0,EPITACIOLANDIA,A140
2014-08-31,5.0,54.2,989.1,23.8,0.9,EPITACIOLANDIA,A140
2014-09-30,14.0,146.6,986.8,25.6,0.9,EPITACIOLANDIA,A140
2014-10-31,13.0,87.8,986.4,25.6,0.9,EPITACIOLANDIA,A140
2014-11-30,18.0,209.0,985.0,25.5,1.0,EPITACIOLANDIA,A140
2014-12-31,20.0,182.6,985.5,25.1,1.0,EPITACIOLANDIA,A140
2015-01-31,29.0,136.6,987.4,24.6,0.9,EPITACIOLANDIA,A140
2015-02-28,28.0,92.8,986.4,25.2,1.0,EPITACIOLANDIA,A140
2015-03-31,21.0,168.8,986.6,25.2,0.9,EPITACIOLANDIA,A140
2015-04-30,25.0,215.2,987.4,25.0,0.8,EPITACIOLANDIA,A140
2015-05-31,19.0,170.8,988.4,24.3,0.8,EPITACIOLANDIA,A140
2015-06-30,,,989.5,24.0,0.8,EPITACIOLANDIA,A140
2015-07-31,5.0,13.0,989.1,23.5,1.0,EPITACIOLANDIA,A140
2015-08-31,4.0,13.4,987.1,25.9,0.9,EPITACIOLANDIA,A140
2015-09-30,,,,26.3,,EPITACIOLANDIA,A140
2015-10-31,6.0,,,26.8,,EPITACIOLANDIA,A140
2015-11-30,16.0,200.2,984.4,26.3,1.0,EPITACIOLANDIA,A140
2015-12-31,18.0,190.8,986.0,25.8,0.9,EPITACIOLANDIA,A140
2016-01-31,25.0,307.2,985.0,26.2,0.9,EPITACIOLANDIA,A140
2016-02-29,25.0,405.4,985.9,25.6,0.9,EPITACIOLANDIA,A140
2016-03-31,14.0,250.8,987.3,25.5,0.9,EPITACIOLANDIA,A140
2016-04-30,16.0,87.2,986.8,25.2,1.0,EPITACIOLANDIA,A140
2016-05-31,10.0,138.6,989.3,23.4,0.9,EPITACIOLANDIA,A140
2016-06-30,2.0,14.6,990.9,22.1,1.0,EPITACIOLANDIA,A140
2016-07-31,1.0,1.4,989.0,23.5,0.9,EPITACIOLANDIA,A140
2016-08-31,4.0,55.4,987.9,24.5,1.0,EPITACIOLANDIA,A140
2016-09-30,11.0,139.0,988.4,24.5,1.1,EPITACIOLANDIA,A140
2016-10-31,15.0,169.4,985.4,25.5,1.0,EPITACIOLANDIA,A140
2016-11-30,13.0,164.0,984.5,25.3,1.0,EPITACIOLANDIA,A140
2016-12-31,18.0,276.2,984.8,25.4,1.0,EPITACIOLANDIA,A140
2017-01-31,23.0,228.6,986.1,24.6,1.0,EPITACIOLANDIA,A140
2017-02-28,20.0,269.6,985.6,25.0,1.0,EPITACIOLANDIA,A140
2017-03-31,25.0,366.4,986.1,24.8,0.9,EPITACIOLANDIA,A140
2017-04-30,18.0,284.2,987.0,24.7,1.0,EPITACIOLANDIA,A140
2017-05-31,6.0,37.6,987.3,25.1,0.8,EPITACIOLANDIA,A140
2017-06-30,,,988.8,22.9,0.9,EPITACIOLANDIA,A140
2017-07-31,1.0,5.6,990.6,22.6,0.9,EPITACIOLANDIA,A140
2017-08-31,8.0,46.6,987.1,25.0,1.0,EPITACIOLANDIA,A140
2017-09-30,10.0,58.0,987.2,25.6,1.0,EPITACIOLANDIA,A140
2017-10-31,16.0,123.6,985.2,25.7,1.1,EPITACIOLANDIA,A140
2017-11-30,19.0,210.6,984.0,25.4,1.0,EPITACIOLANDIA,A140
2017-12-31,22.0,155.8,984.3,25.5,1.0,EPITACIOLANDIA,A140
2018-01-31,23.0,51.4,985.4,24.7,0.9,EPITACIOLANDIA,A140
2018-02-28,,,985.2,25.1,0.9,EPITACIOLANDIA,A140
2018-03-31,,,985.3,24.9,0.9,EPITACIOLANDIA,A140
2018-04-30,,,986.9,25.3,0.9,EPITACIOLANDIA,A140
2018-05-31,,,988.2,24.2,0.9,EPITACIOLANDIA,A140
2018-06-30,,,990.1,22.1,0.9,EPITACIOLANDIA,A140
2018-07-31,2.0,2.2,989.0,23.0,1.0,EPITACIOLANDIA,A140
2018-08-31,17.0,34.6,989.4,22.6,1.0,EPITACIOLANDIA,A140
2018-09-30,8.0,158.4,985.1,25.0,0.9,EPITACIOLANDIA,A140
2018-10-31,20.0,173.8,984.3,25.7,0.9,EPITACIOLANDIA,A140
2018-11-30,20.0,236.6,983.6,25.3,0.9,EPITACIOLANDIA,A140
2018-12-31,24.0,267.6,985.6,25.0,1.0,EPITACIOLANDIA,A140
2019-01-31,25.0,247.4,986.0,24.9,0.9,EPITACIOLANDIA,A140
2019-02-28,25.0,226.2,985.4,25.1,0.9,EPITACIOLANDIA,A140
2019-03-31,24.0,278.2,985.8,25.3,0.9,EPITACIOLANDIA,A140
2019-04-30,18.0,148.8,985.7,25.1,0.8,EPITACIOLANDIA,A140
2019-05-31,10.0,90.6,986.7,24.0,0.9,EPITACIOLANDIA,A140
2019-06-30,5.0,5.8,988.1,24.3,0.8,EPITACIOLANDIA,A140
2019-07-31,5.0,24.2,988.7,23.0,0.9,EPITACIOLANDIA,A140
2019-08-31,3.0,28.8,989.2,23.7,1.0,EPITACIOLANDIA,A140
2019-09-30,10.0,102.0,986.1,26.1,1.0,EPITACIOLANDIA,A140
2019-10-31,17.0,111.0,985.4,24.9,0.9,EPITACIOLANDIA,A140
2019-11-30,19.0,295.0,983.6,25.2,0.9,EPITACIOLANDIA,A140
2019-12-31,23.0,390.2,984.3,25.2,0.9,EPITACIOLANDIA,A140
2020-01-31,18.0,356.2,984.7,25.9,0.9,EPITACIOLANDIA,A140
2020-02-29,14.0,139.0,985.3,25.4,0.9,EPITACIOLANDIA,A140
2020-03-31,17.0,119.4,985.0,25.6,0.8,EPITACIOLANDIA,A140
2020-04-30,11.0,,987.0,24.4,0.9,EPITACIOLANDIA,A140
2020-05-31,,,,,,EPITACIOLANDIA,A140
2020-06-30,,,,,,EPITACIOLANDIA,A140
2020-07-31,,,,,,EPITACIOLANDIA,A140
2020-08-31,,,,,,EPITACIOLANDIA,A140
2020-09-30,,,,,,EPITACIOLANDIA,A140
2020-10-31,,,,,,EPITACIOLANDIA,A140
2020-11-30,,,,,,EPITACIOLANDIA,A140
2020-12-31,,,,,,EPITACIOLANDIA,A140
2021-01-31,,,,,,EPITACIOLANDIA,A140
2021-02-28,,,,,,EPITACIOLANDIA,A140
2021-03-31,,,,,,EPITACIOLANDIA,A140
2021-04-30,,,,,,EPITACIOLANDIA,A140
2021-05-31,,,,,,EPITACIOLANDIA,A140
2021-06-30,,,,,,EPITACIOLANDIA,A140
2021-07-31,,,,,,EPITACIOLANDIA,A140
2021-08-31,,,,,,EPITACIOLANDIA,A140
2021-09-30,,,,,,EPITACIOLANDIA,A140
2021-10-31,,,,,,EPITACIOLANDIA,A140
2021-11-30,,,,,,EPITACIOLANDIA,A140
2021-12-31,,,,,,EPITACIOLANDIA,A140
2022-01-31,,,,,,EPITACIOLANDIA,A140
2022-02-28,,,,,,EPITACIOLANDIA,A140
2022-03-31,,,,,,EPITACIOLANDIA,A140
2022-04-30,,,,,,EPITACIOLANDIA,A140
2022-05-31,,,,,,EPITACIOLANDIA,A140
2022-06-30,,,,,,EPITACIOLANDIA,A140
2022-07-31,,,,,,EPITACIOLANDIA,A140
2022-08-31,,,,,,EPITACIOLANDIA,A140
2022-09-30,,,,,,EPITACIOLANDIA,A140
2022-10-31,,,,,,EPITACIOLANDIA,A140
2022-11-30,,,,,,EPITACIOLANDIA,A140
2022-12-31,,,,,,EPITACIOLANDIA,A140
2023-01-31,,,,,,EPITACIOLANDIA,A140
2023-02-28,,,,,,EPITACIOLANDIA,A140
2023-03-31,,,,,,EPITACIOLANDIA,A140
2023-04-30,,,,,,EPITACIOLANDIA,A140
2023-05-31,,,,,,EPITACIOLANDIA,A140
2023-06-30,,,,,,EPITACIOLANDIA,A140
2023-07-31,,,,,,EPITACIOLANDIA,A140
2023-08-31,,,,,,EPITACIOLANDIA,A140
2023-09-30,,,,,,EPITACIOLANDIA,A140
2023-10-31,,,,,,EPITACIOLANDIA,A140
2023-11-30,,,,,,EPITACIOLANDIA,A140
2023-12-31,15.0,,,26.5,,EPITACIOLANDIA,A140
2024-01-31,21.0,285.4,985.3,26.2,0.9,EPITACIOLANDIA,A140
2024-02-29,16.0,,985.6,26.4,0.8,EPITACIOLANDIA,A140
2024-03-31,11.0,65.2,985.0,26.6,0.9,EPITACIOLANDIA,A140
2024-04-30,11.0,66.8,984.8,26.3,0.8,EPITACIOLANDIA,A140
2024-05-31,8.0,145.8,987.4,23.3,1.0,EPITACIOLANDIA,A140
2024-06-30,1.0,10.6,987.1,25.2,0.8,EPITACIOLANDIA,A140
2024-07-31,0.0,0.0,989.8,22.8,1.0,EPITACIOLANDIA,A140
2024-08-31,0.0,0.0,987.9,25.0,1.0,EPITACIOLANDIA,A140
2024-09-30,2.0,15.0,985.0,27.4,1.0,EPITACIOLANDIA,A140
2024-10-31,10.0,220.8,984.6,27.1,0.9,EPITACIOLANDIA,A140
2024-11-30,18.0,300.6,983.4,26.0,0.9,EPITACIOLANDIA,A140
2024-12-31,9.0,24.6,984.0,26.1,0.9,EPITACIOLANDIA,A140
2014-01-31,,,,,,MARECHAL THAUMATURGO,A137
2014-02-28,,,,,,MARECHAL THAUMATURGO,A137
2014-03-31,,,,,,MARECHAL THAUMATURGO,A137
2014-04-30,,,,,,MARECHAL THAUMATURGO,A137
2014-05-31,,,,,,MARECHAL THAUMATURGO,A137
2014-06-30,,,,,,MARECHAL THAUMATURGO,A137
2014-07-31,,,,,,MARECHAL THAUMATURGO,A137
2014-08-31,,,,,,MARECHAL THAUMATURGO,A137
2014-09-30,,,,,,MARECHAL THAUMATURGO,A137
2014-10-31,,,,,,MARECHAL THAUMATURGO,A137
2014-11-30,6.0,,,,,MARECHAL THAUMATURGO,A137
2014-12-31,22.0,281.0,982.8,25.3,,MARECHAL THAUMATURGO,A137
2015-01-31,26.0,223.8,984.6,24.6,,MARECHAL THAUMATURGO,A137
2015-02-28,21.0,258.6,983.6,25.3,,MARECHAL THAUMATURGO,A137
2015-03-31,24.0,269.8,983.8,25.2,,MARECHAL THAUMATURGO,A137
2015-04-30,27.0,256.8,984.7,24.8,,MARECHAL THAUMATURGO,A137
2015-05-31,22.0,197.0,985.4,24.9,,MARECHAL THAUMATURGO,A137
2015-06-30,22.0,99.4,986.7,24.8,,MARECHAL THAUMATURGO,A137
2015-07-31,14.0,22.8,986.3,24.9,,MARECHAL THAUMATURGO,A137
2015-08-31,15.0,118.4,984.9,26.3,,MARECHAL THAUMATURGO,A137
2015-09-30,16.0,84.8,984.0,26.5,,MARECHAL THAUMATURGO,A137
2015-10-31,16.0,128.0,984.0,26.3,,MARECHAL THAUMATURGO,A137
2015-11-30,22.0,271.2,982.3,26.0,,MARECHAL THAUMATURGO,A137
2015-12-31,23.0,183.6,984.0,25.9,,MARECHAL THAUMATURGO,A137
2016-01-31,21.0,271.4,982.8,26.3,,MARECHAL THAUMATURGO,A137
2016-02-29,24.0,453.2,983.6,25.8,,MARECHAL THAUMATURGO,A137
2016-03-31,21.0,292.6,984.8,25.9,,MARECHAL THAUMATURGO,A137
2016-04-30,20.0,140.6,984.4,26.1,,MARECHAL THAUMATURGO,A137
2016-05-31,22.0,89.2,986.4,25.0,,MARECHAL THAUMATURGO,A137
2016-06-30,18.0,75.4,988.2,23.9,,MARECHAL THAUMATURGO,A137
2016-07-31,11.0,,,25.0,,MARECHAL THAUMATURGO,A137
2016-08-31,13.0,68.0,985.9,25.2,,MARECHAL THAUMATURGO,A137
2016-09-30,6.0,,986.3,25.3,,MARECHAL THAUMATURGO,A137
2016-10-31,8.0,,,26.3,,MARECHAL THAUMATURGO,A137
2016-11-30,,,,,,MARECHAL THAUMATURGO,A137
2016-12-31,,,,,,MARECHAL THAUMATURGO,A137
2017-01-31,,,,,,MARECHAL THAUMATURGO,A137
2017-02-28,,,,,,MARECHAL THAUMATURGO,A137
2017-03-31,,,,,,MARECHAL THAUMATURGO,A137
2017-04-30,,,,,,MARECHAL THAUMATURGO,A137
2017-05-31,,,,,,MARECHAL THAUMATURGO,A137
2017-06-30,,,,,,MARECHAL THAUMATURGO,A137
2017-07-31,,,,,,MARECHAL THAUMATURGO,A137
2017-08-31,,,,,,MARECHAL THAUMATURGO,A137
2017-09-30,12.0,,985.1,25.4,1.2,MARECHAL THAUMATURGO,A137
2017-10-31,11.0,49.4,983.4,25.9,1.5,MARECHAL THAUMATURGO,A137
2017-11-30,23.0,343.2,981.9,25.6,1.5,MARECHAL THAUMATURGO,A137
2017-12-31,23.0,132.8,982.4,25.6,1.5,MARECHAL THAUMATURGO,A137
2018-01-31,17.0,,983.9,24.8,1.4,MARECHAL THAUMATURGO,A137
2018-02-28,18.0,171.8,983.1,25.1,,MARECHAL THAUMATURGO,A137
2018-03-31,5.0,,,,,MARECHAL THAUMATURGO,A137
2018-04-30,,,,,,MARECHAL THAUMATURGO,A137
2018-05-31,,,,,,MARECHAL THAUMATURGO,A137
2018-06-30,,,,,,MARECHAL THAUMATURGO,A137
2018-07-31,,,,,,MARECHAL THAUMATURGO,A137
2018-08-31,,,,,,MARECHAL THAUMATURGO,A137
2018-09-30,,,,,,MARECHAL THAUMATURGO,A137
2018-10-31,15.0,,983.1,25.5,,MARECHAL THAUMATURGO,A137
2018-11-30,23.0,,982.3,25.3,,MARECHAL THAUMATURGO,A137
2018-12-31,25.0,105.8,984.4,25.1,,MARECHAL THAUMATURGO,A137
2019-01-31,27.0,272.6,984.7,25.0,,MARECHAL THAUMATURGO,A137
2019-02-28,21.0,319.2,984.1,25.0,,MARECHAL THAUMATURGO,A137
2019-03-31,28.0,459.0,984.4,25.1,,MARECHAL THAUMATURGO,A137
2019-04-30,16.0,,984.4,25.4,,MARECHAL THAUMATURGO,A137
2019-05-31,,,985.3,25.2,,MARECHAL THAUMATURGO,A137
2019-06-30,,,986.6,25.0,,MARECHAL THAUMATURGO,A137
2019-07-31,,,,,,MARECHAL THAUMATURGO,A137
2019-08-31,,,,24.0,,MARECHAL THAUMATURGO,A137
2019-09-30,,,,,,MARECHAL THAUMATURGO,A137
2019-10-31,,,983.9,25.3,,MARECHAL THAUMATURGO,A137
2019-11-30,,,,,,MARECHAL THAUMATURGO,A137
2019-12-31,,,,,,MARECHAL THAUMATURGO,A137
2020-01-31,,,,,,MARECHAL THAUMATURGO,A137
2020-02-29,,,,,,MARECHAL THAUMATURGO,A137
2020-03-31,,,,,,MARECHAL THAUMATURGO,A137
2020-04-30,0.0,0.0,985.7,25.2,,MARECHAL THAUMATURGO,A137
2020-05-31,,,986.7,24.2,,MARECHAL THAUMATURGO,A137
2020-06-30,,,985.8,25.1,,MARECHAL THAUMATURGO,A137
2020-07-31,,,,,,MARECHAL THAUMATURGO,A137
2020-08-31,,,,,,MARECHAL THAUMATURGO,A137
2020-09-30,,,,,,MARECHAL THAUMATURGO,A137
2020-10-31,,,,,,MARECHAL THAUMATURGO,A137
2020-11-30,,,,,,MARECHAL THAUMATURGO,A137
2020-12-31,,,,,,MARECHAL THAUMATURGO,A137
2021-01-31,,,,,,MARECHAL THAUMATURGO,A137
2021-02-28,,,,,,MARECHAL THAUMATURGO,A137
2021-03-31,,,,,,MARECHAL THAUMATURGO,A137
2021-04-30,,,,,,MARECHAL THAUMATURGO,A137
2021-05-31,,,,,,MARECHAL THAUMATURGO,A137
2021-06-30,,,,,,MARECHAL THAUMATURGO,A137
2021-07-31,,,,,,MARECHAL THAUMATURGO,A137
2021-08-31,,,,,,MARECHAL THAUMATURGO,A137
2021-09-30,,,,,,MARECHAL THAUMATURGO,A137
2021-10-31,,,,,,MARECHAL THAUMATURGO,A137
2021-11-30,,,,,,MARECHAL THAUMATURGO,A137
2021-12-31,,,,,,MARECHAL THAUMATURGO,A137
2022-01-31,,,,,,MARECHAL THAUMATURGO,A137
2022-02-28,,,,,,MARECHAL THAUMATURGO,A137
2022-03-31,,,,,,MARECHAL THAUMATURGO,A137
2022-04-30,,,,,,MARECHAL THAUMATURGO,A137
2022-05-31,,,,,,MARECHAL THAUMATURGO,A137
2022-06-30,,,,,,MARECHAL THAUMATURGO,A137
2022-07-31,,,,,,MARECHAL THAUMATURGO,A137
2022-08-31,,,,,,MARECHAL THAUMATURGO,A137
2022-09-30,,,,,,MARECHAL THAUMATURGO,A137
2022-10-31,,,,,,MARECHAL THAUMATURGO,A137
2022-11-30,,,,,,MARECHAL THAUMATURGO,A137
2022-12-31,,,,,,MARECHAL THAUMATURGO,A137
2023-01-31,,,,,,MARECHAL THAUMATURGO,A137
2023-02-28,,,,,,MARECHAL THAUMATURGO,A137
2023-03-31,,,,,,MARECHAL THAUMATURGO,A137
2023-04-30,,,,,,MARECHAL THAUMATURGO,A137
2023-05-31,,,,,,MARECHAL THAUMATURGO,A137
2023-06-30,,,,,,MARECHAL THAUMATURGO,A137
2023-07-31,,,,,,MARECHAL THAUMATURGO,A137
2023-08-31,,,,,,MARECHAL THAUMATURGO,A137
2023-09-30,,,,,,MARECHAL THAUMATURGO,A137
2023-10-31,,,,,,MARECHAL THAUMATURGO,A137
2023-11-30,,,,,,MARECHAL THAUMATURGO,A137
2023-12-31,,,,,,MARECHAL THAUMATURGO,A137
2024-01-31,,,,,,MARECHAL THAUMATURGO,A137
2024-02-29,,,,,,MARECHAL THAUMATURGO,A137
2024-03-31,,,,,,MARECHAL THAUMATURGO,A137
2024-04-30,,,,,,MARECHAL THAUMATURGO,A137
2024-05-31,,,,,,MARECHAL THAUMATURGO,A137
2024-06-30,,,,,,MARECHAL THAUMATURGO,A137
2024-07-31,,,,,,MARECHAL THAUMATURGO,A137
2024-08-31,,,,,,MARECHAL THAUMATURGO,A137
2024-09-30,,,,,,MARECHAL THAUMATURGO,A137
2024-10-31,,,,,,MARECHAL THAUMATURGO,A137
2024-11-30,,,,,,MARECHAL THAUMATURGO,A137
2024-12-31,,,,,,MARECHAL THAUMATURGO,A137
2014-01-31,25.0,267.8,991.9,25.2,1.5,FEIJO,A138
2014-02-28,22.0,214.2,991.5,25.1,1.4,FEIJO,A138
2014-03-31,26.0,459.8,992.0,25.1,1.4,FEIJO,A138
2014-04-30,23.0,249.4,993.0,25.3,,FEIJO,A138
2014-05-31,24.0,196.8,993.3,24.7,,FEIJO,A138
2014-06-30,16.0,89.8,994.2,24.5,1.4,FEIJO,A138
2014-07-31,13.0,21.8,996.4,23.4,1.3,FEIJO,A138
2014-08-31,9.0,,994.9,24.5,1.3,FEIJO,A138
2014-09-30,,,,,,FEIJO,A138
2014-10-31,,,,,,FEIJO,A138
2014-11-30,7.0,,,,,FEIJO,A138
